tenure,MonthlyCharges,TotalCharges,CLV,services_count,monthly_to_total_ratio,internet_no_tech_support,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,tenure_bucket,ChurnFlag
63,102.4,6444.05,614.4000000000001,7,0.9988916790674602,1,Male,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,24m+,0
72,96.6,6827.5,2318.3999999999996,7,0.9816396365309409,0,Female,1,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),24m+,0
16,90.7,1374.9,544.2,6,0.947422822491731,1,Female,0,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,12-24m,0
3,20.85,72.0,125.10000000000001,1,1.1510791366906474,0,Female,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0-6m,0
40,20.4,745.3,122.39999999999999,1,0.9133578431372549,0,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24m+,0
1,54.35,54.35,326.1,4,1.0,1,Male,0,No,No,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,0-6m,1
39,86.3,3266.0,517.8,4,0.9703776331818047,1,Male,0,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,24m+,1
1,44.8,44.8,268.79999999999995,2,1.0,1,Male,0,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0-6m,0
1,50.55,50.55,303.29999999999995,3,1.0,1,Female,0,No,No,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,0-6m,1
65,91.55,5963.95,2197.2,9,1.0022182077889341,0,Female,0,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),24m+,0
4,55.5,227.35,333.0,3,1.024099099099099,1,Female,0,No,No,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),0-6m,0
56,75.75,4284.65,909.0,6,1.010054219707685,0,Male,0,No,No,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),24m+,0
9,71.0,672.55,426.0,2,1.0525039123630673,1,Female,0,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,6-12m,1
30,55.65,1653.85,1335.6,4,0.9906259359089548,1,Male,0,No,No,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,24m+,0
48,34.7,1604.5,416.40000000000003,3,0.9633165225744476,1,Female,0,Yes,No,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,No,Mailed check,24m+,1
62,19.85,1253.65,476.40000000000003,1,1.018647923945722,0,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24m+,0
28,91.25,2483.65,1095.0,5,0.9720743639921723,0,Male,0,No,No,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),24m+,0
11,75.2,775.3,451.20000000000005,3,0.9372582205029012,1,Male,1,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),6-12m,0
71,73.5,5357.75,1764.0,7,1.0266839130018204,0,Male,0,Yes,No,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),24m+,0
36,18.55,689.0,445.20000000000005,1,1.0317460317460316,0,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24m+,0
4,25.2,102.5,151.2,1,1.0168650793650793,1,Male,1,No,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0-6m,1
12,26.4,314.95,316.79999999999995,2,0.9941603535353536,0,Male,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,6-12m,0
13,20.0,268.45,480.0,1,1.0325,0,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),12-24m,0
50,69.65,3442.15,835.8000000000001,6,0.9884134960516869,0,Male,0,Yes,Yes,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,24m+,0
47,85.3,4045.65,511.79999999999995,4,1.0091167593724277,1,Female,0,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,24m+,1
1,69.95,69.95,419.70000000000005,2,1.0,1,Male,0,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0-6m,0
1,20.6,20.6,123.60000000000001,1,1.0,0,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0-6m,1
72,105.55,7542.25,2533.2,7,0.992453550186852,1,Male,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),24m+,0
24,21.05,531.55,252.60000000000002,1,1.0521575613618368,0,Female,0,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),12-24m,0
35,108.35,3726.15,1300.1999999999998,8,0.98256971454941,1,Female,1,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,24m+,0
17,78.9,1348.95,473.40000000000003,4,1.005703422053232,1,Female,0,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,12-24m,0
72,88.05,6520.8,2113.2,9,1.0285822449365891,0,Female,0,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),24m+,0
46,54.35,2460.15,1304.4,4,0.984020639174433,0,Female,0,No,No,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),24m+,1
7,75.15,496.9,450.90000000000003,3,0.9445870164433037,1,Female,0,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),6-12m,1
44,88.15,3973.2,528.9000000000001,5,1.0243902439024388,1,Female,0,No,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),24m+,0
35,100.8,3437.5,604.8,6,0.9743480725623582,1,Male,1,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,24m+,0
1,74.7,74.7,448.20000000000005,3,1.0,0,Male,1,No,No,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,0-6m,0
4,72.2,305.55,433.20000000000005,3,1.0579986149584488,1,Male,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0-6m,1
46,84.25,3847.6,505.5,5,0.9928009289123984,1,Female,0,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,24m+,0
31,59.05,1882.8,354.29999999999995,4,1.0285433339706647,1,Male,0,Yes,No,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),24m+,0
1,20.05,20.05,120.30000000000001,1,1.0,0,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0-6m,0
72,109.2,7711.45,2620.8,8,0.9808010276760276,0,Female,0,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),24m+,0
55,19.1,1001.5,229.20000000000002,1,0.9533555449785817,0,Male,0,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24m+,0
41,113.6,4594.95,681.5999999999999,9,0.9865488663689455,0,Female,0,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),24m+,1
3,79.65,251.75,477.90000000000003,4,1.053567691985771,0,Male,0,Yes,No,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),0-6m,1
9,90.35,767.9,1084.1999999999998,5,0.9443522105392609,1,Male,0,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,6-12m,0
35,24.15,812.5,144.89999999999998,1,0.961254066844129,1,Female,0,No,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24m+,0
13,82.0,1127.2,492.0,4,1.0574108818011259,1,Female,1,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,12-24m,1
56,24.15,1402.25,579.5999999999999,2,1.036860396332446,0,Male,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24m+,0
66,63.85,4174.35,766.2,6,0.9905673809354311,0,Female,1,No,No,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),24m+,0
3,74.25,210.3,445.5,3,0.9441077441077441,1,Female,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0-6m,1
47,73.6,3522.65,1766.3999999999999,6,1.018342391304348,1,Male,0,Yes,No,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,24m+,0
12,54.3,654.5,325.79999999999995,4,1.0044505831798651,0,Female,0,No,No,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,6-12m,0
46,45.2,2065.15,271.20000000000005,2,0.9932425933051172,1,Male,0,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),24m+,0
17,79.85,1387.35,958.1999999999999,7,1.0220265939813622,0,Female,0,No,No,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),12-24m,0
27,78.2,2078.95,938.4000000000001,7,0.9846310504878278,0,Female,0,No,No,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,24m+,0
24,93.15,2231.05,558.9000000000001,5,0.9979647521918052,1,Male,1,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,12-24m,1
19,34.3,577.15,205.79999999999998,3,0.8856068743286789,1,Male,1,Yes,No,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),12-24m,0
33,79.15,2531.4,949.8000000000001,7,0.9691609716878193,0,Female,0,Yes,Yes,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,24m+,0
72,66.75,4760.3,1602.0,6,0.9904910528506035,0,Female,0,Yes,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),24m+,0
9,45.15,416.45,270.9,2,1.0248554202042575,1,Female,0,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,6-12m,1
71,107.5,7713.55,645.0,8,1.0106190632165084,1,Male,1,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,24m+,0
3,19.9,45.75,119.39999999999999,1,0.7663316582914573,0,Female,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0-6m,0
55,116.5,6382.55,699.0,9,0.9961061256340227,0,Male,1,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,24m+,0
72,103.2,7362.9,1238.4,7,0.9909156976744184,1,Female,0,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),24m+,0
71,24.55,1719.15,589.2,2,0.9862884025128368,0,Female,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24m+,0
11,79.15,827.7,474.90000000000003,3,0.9506690403721357,1,Male,1,No,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),6-12m,0
46,53.1,2459.8,318.6,4,1.0070416769016624,1,Female,0,Yes,No,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,24m+,0
18,88.85,1594.75,533.0999999999999,5,0.9971550053148253,0,Female,0,Yes,No,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,12-24m,0
16,86.25,1340.1,517.5,4,0.971086956521739,1,Female,0,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,12-24m,0
1,24.7,24.7,148.2,1,1.0,1,Female,0,No,Yes,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,0-6m,0
24,102.95,2496.7,617.7,7,1.0104824348389185,1,Male,1,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),12-24m,1
54,55.45,2966.95,665.4000000000001,5,0.9908659786928496,1,Male,1,No,No,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,24m+,0
1,70.45,70.45,422.70000000000005,6,1.0,0,Male,0,No,Yes,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),0-6m,0
56,73.25,4054.2,1758.0,7,0.9883471477328132,0,Female,1,No,No,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),24m+,0
31,59.95,1848.8,719.4000000000001,6,0.9948075008743845,0,Male,0,Yes,Yes,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,24m+,0
29,94.65,2649.15,567.9000000000001,5,0.9651347068145799,1,Male,0,Yes,Yes,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),24m+,1
66,109.25,7082.5,2622.0,8,0.9822481103945635,1,Female,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),24m+,0
42,99.0,4135.0,2376.0,6,0.9944684944684945,0,Female,0,Yes,No,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),24m+,0
43,106.0,4532.3,1272.0,7,0.9943615620886354,0,Female,0,No,Yes,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),24m+,0
24,49.3,1233.25,295.79999999999995,3,1.0423005409060178,1,Female,0,No,No,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),12-24m,0
60,60.8,3603.45,1459.1999999999998,6,0.9877878289473684,0,Female,0,Yes,No,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),24m+,0
22,61.15,1422.05,366.9,5,1.0570504720136773,1,Female,0,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,12-24m,1
14,82.65,1185.0,495.90000000000003,5,1.0241120041483016,1,Male,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,12-24m,0
11,53.75,608.0,322.5,4,1.0283298097251585,1,Male,0,No,No,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,6-12m,1
49,61.75,3024.15,370.5,5,0.9994712054862431,0,Female,0,Yes,Yes,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),24m+,0
43,19.2,776.25,230.39999999999998,1,0.9402252906976744,0,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,24m+,0
64,47.85,3147.5,1148.4,5,1.0277886624869383,0,Female,0,Yes,No,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,24m+,1
68,24.95,1614.9,598.8,2,0.9518448662029944,0,Female,0,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24m+,0
42,95.05,3944.5,570.3,5,0.9880764509907066,1,Female,1,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,24m+,0
52,111.25,5916.45,1335.0,8,1.022722558340536,0,Female,0,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),24m+,1
70,57.8,4039.3,1387.1999999999998,6,0.9983440434997529,0,Female,0,Yes,No,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),24m+,0
54,105.85,5826.65,1270.1999999999998,7,1.019375776343183,0,Male,0,No,Yes,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,24m+,0
54,95.1,5064.85,2282.3999999999996,6,0.9862620243797953,0,Female,0,No,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),24m+,0
1,74.7,74.7,448.20000000000005,3,1.0,1,Female,0,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0-6m,1
71,99.0,7061.65,2376.0,7,1.0046450419689856,1,Female,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),24m+,0
41,94.9,3848.0,569.4000000000001,5,0.9889742733043768,1,Female,0,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),24m+,0
54,115.6,6431.05,1387.1999999999998,9,1.0302207484300911,0,Female,1,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),24m+,0
10,19.5,225.85,234.0,1,1.1582051282051282,0,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,6-12m,0
54,24.95,1364.75,149.7,1,1.012951829585096,1,Male,1,Yes,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),24m+,0
15,20.55,295.95,246.60000000000002,1,0.9600973236009732,0,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,12-24m,0
38,20.1,730.1,241.20000000000002,1,0.9558785022257135,0,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24m+,0
47,104.1,5135.15,624.5999999999999,7,1.0495534163141005,1,Male,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,24m+,0
21,20.85,435.25,500.40000000000003,1,0.9940618933424689,0,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),12-24m,0
15,49.1,679.55,294.6,3,0.9226748133061778,1,Female,0,No,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,12-24m,1
47,94.8,4535.85,1137.6,6,1.0180110422838677,1,Male,0,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),24m+,0
12,59.8,727.8,717.5999999999999,4,1.0142140468227425,0,Male,0,No,No,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,6-12m,1
35,19.65,708.8,235.79999999999998,1,1.0306070519810977,0,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24m+,0
55,69.05,3842.6,1657.1999999999998,2,1.0118096241195444,1,Female,0,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),24m+,0
13,97.0,1334.45,582.0,5,1.0582474226804124,1,Male,0,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,12-24m,0
12,25.0,316.2,150.0,2,1.054,0,Male,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,6-12m,0
44,19.35,847.25,464.40000000000003,1,0.9951256753582334,0,Male,1,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24m+,0
72,109.65,7880.25,2631.6000000000004,8,0.9981570147438821,1,Male,0,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,24m+,0
42,20.25,854.9,243.0,1,1.0051734273956496,0,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24m+,0
1,75.1,75.1,450.59999999999997,3,1.0,1,Female,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0-6m,1
63,84.65,5377.8,2031.6000000000001,5,1.008409979467274,0,Male,0,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),24m+,0
65,89.85,5844.65,1078.1999999999998,6,1.000753392406147,0,Female,0,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,24m+,0
61,105.55,6281.45,633.3,7,0.9756000962949732,1,Male,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,24m+,1
10,29.5,255.25,177.0,2,0.8652542372881356,1,Male,0,No,No,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,6-12m,1
17,20.1,279.5,241.20000000000002,1,0.8179689786362305,0,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,12-24m,0
4,82.85,319.6,497.09999999999997,4,0.9643934821967413,1,Female,0,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),0-6m,0
72,80.45,5886.85,1930.8000000000002,7,1.0163058490435743,0,Female,0,Yes,Yes,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),24m+,0
61,103.95,6423.0,1247.4,7,1.0129397014642916,1,Female,0,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,24m+,0
6,79.7,497.6,478.20000000000005,3,1.0405687996654118,1,Male,1,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0-6m,0
